sentences,ner_tags
"Through the HMM , our system is able to apply and integrate four types of internal and external evidences : 1 -RRB- simple deterministic internal feature of the words , such as capitalization and digitalization ; 2 -RRB- internal semantic feature of important triggers ; 3 -RRB- internal gazetteer feature ; 4 -RRB- external macro context feature .","['O', 'O', 'B-Method', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-OtherScientificTerm', 'I-OtherScientificTerm', 'I-OtherScientificTerm', 'I-OtherScientificTerm', 'I-OtherScientificTerm', 'E-OtherScientificTerm', 'O', 'O', 'O', 'B-OtherScientificTerm', 'O', 'B-OtherScientificTerm', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-OtherScientificTerm', 'I-OtherScientificTerm', 'E-OtherScientificTerm', 'O', 'O', 'O', 'B-OtherScientificTerm', 'I-OtherScientificTerm', 'I-OtherScientificTerm', 'E-OtherScientificTerm', 'O']"
"In this way , the NER problem can be resolved effectively .","['O', 'O', 'O', 'O', 'O', 'B-Task', 'E-Task', 'O', 'O', 'O', 'O', 'O']"
Evaluation of our system on MUC-6 and MUC-7 English NE tasks achieves F-measures of 96.6 % and 94.1 % respectively .,"['O', 'O', 'O', 'B-Generic', 'O', 'B-Material', 'I-Material', 'I-Material', 'I-Material', 'I-Material', 'E-Material', 'O', 'B-Metric', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
It shows that the performance is significantly better than reported by any other machine-learning system .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Method', 'E-Method', 'O']"
"Moreover , the performance is even consistently better than those based on handcrafted rules .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-OtherScientificTerm', 'E-OtherScientificTerm', 'O']"
Two themes have evolved in speech and text image processing work at Xerox PARC that expand and redefine the role of recognition technology in document-oriented applications .,"['O', 'B-Generic', 'O', 'O', 'O', 'B-Task', 'I-Task', 'I-Task', 'I-Task', 'E-Task', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Method', 'E-Method', 'O', 'B-Task', 'E-Task', 'O']"
One is the development of systems that provide functionality similar to that of text processors but operate directly on audio and scanned image data .,"['B-Generic', 'O', 'O', 'O', 'O', 'B-Generic', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Method', 'E-Method', 'O', 'O', 'O', 'O', 'B-Material', 'I-Material', 'I-Material', 'I-Material', 'E-Material', 'O']"
"A second , related theme is the use of speech and text-image recognition to retrieve arbitrary , user-specified information from documents with signal content .","['O', 'O', 'O', 'O', 'B-Generic', 'O', 'O', 'O', 'O', 'B-Method', 'I-Method', 'I-Method', 'E-Method', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-OtherScientificTerm', 'I-OtherScientificTerm', 'I-OtherScientificTerm', 'E-OtherScientificTerm', 'O']"
"This paper discusses three research initiatives at PARC that exemplify these themes : a text-image editor -LSB- 1 -RSB- , a wordspotter for voice editing and indexing -LSB- 12 -RSB- , and a decoding framework for scanned-document content retrieval -LSB- 4 -RSB- .","['O', 'O', 'O', 'O', 'B-Generic', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Generic', 'O', 'O', 'B-Method', 'E-Method', 'O', 'O', 'O', 'O', 'O', 'B-Method', 'O', 'B-Task', 'I-Task', 'I-Task', 'E-Task', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Method', 'E-Method', 'O', 'B-Task', 'I-Task', 'E-Task', 'O', 'O', 'O', 'O']"
The discussion focuses on key concepts embodied in the research that enable novel signal-based document processing functionality .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Task', 'I-Task', 'I-Task', 'E-Task', 'O']"
The problem of predicting image or video interestingness from their low-level feature representations has received increasing interest .,"['O', 'O', 'O', 'B-Task', 'I-Task', 'I-Task', 'I-Task', 'E-Task', 'O', 'O', 'B-Method', 'I-Method', 'E-Method', 'O', 'O', 'O', 'O', 'O']"
"As a highly subjective visual attribute , annotating the interesting-ness value of training data for learning a prediction model is challenging .","['O', 'O', 'O', 'B-OtherScientificTerm', 'I-OtherScientificTerm', 'E-OtherScientificTerm', 'O', 'O', 'O', 'B-OtherScientificTerm', 'E-OtherScientificTerm', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Method', 'E-Method', 'O', 'O', 'O']"
"To make the annotation less subjective and more reliable , recent studies employ crowdsourcing tools to collect pairwise comparisons -- relying on majority voting to prune the annotation outliers/errors .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Method', 'E-Method', 'O', 'O', 'B-OtherScientificTerm', 'E-OtherScientificTerm', 'O', 'O', 'O', 'B-Method', 'E-Method', 'O', 'O', 'O', 'B-OtherScientificTerm', 'E-OtherScientificTerm', 'O']"
"In this paper , we propose a more principled way to identify annotation outliers by formulating the interestingness prediction task as a unified robust learning to rank problem , tackling both the outlier detection and interestingness prediction tasks jointly .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Generic', 'O', 'O', 'B-OtherScientificTerm', 'E-OtherScientificTerm', 'O', 'O', 'O', 'B-Task', 'I-Task', 'E-Task', 'O', 'O', 'B-Method', 'I-Method', 'E-Method', 'O', 'B-Task', 'E-Task', 'O', 'O', 'O', 'O', 'B-Task', 'E-Task', 'O', 'B-Task', 'I-Task', 'E-Task', 'O', 'O']"
Extensive experiments on both image and video interestingness benchmark datasets demonstrate that our new approach significantly outperforms state-of-the-art alternatives .,"['O', 'O', 'O', 'O', 'B-Material', 'I-Material', 'I-Material', 'I-Material', 'I-Material', 'E-Material', 'O', 'O', 'O', 'O', 'B-Generic', 'O', 'O', 'B-Generic', 'E-Generic', 'O']"
"Many description logics -LRB- DLs -RRB- combine knowledge representation on an abstract , logical level with an interface to `` concrete '' domains such as numbers and strings .","['O', 'B-Method', 'I-Method', 'I-Method', 'I-Method', 'E-Method', 'O', 'B-Method', 'E-Method', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
We propose to extend such DLs with key constraints that allow the expression of statements like `` US citizens are uniquely identified by their social security number '' .,"['O', 'O', 'O', 'O', 'O', 'B-Method', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"Based on this idea , we introduce a number of natural description logics and present -LRB- un -RRB- decidability results and tight NEx-PTlME complexity bounds .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Method', 'I-Method', 'E-Method', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-OtherScientificTerm', 'I-OtherScientificTerm', 'I-OtherScientificTerm', 'E-OtherScientificTerm', 'O']"
We describe an implementation of data-driven selection of emphatic facial displays for an embodied conversational agent in a dialogue system .,"['O', 'O', 'O', 'O', 'O', 'B-Task', 'E-Task', 'O', 'B-Material', 'I-Material', 'E-Material', 'O', 'O', 'B-Task', 'I-Task', 'E-Task', 'O', 'O', 'B-Task', 'E-Task', 'O']"
"A corpus of sentences in the domain of the target dialogue system was recorded , and the facial displays used by the speaker were annotated .","['O', 'B-Material', 'I-Material', 'E-Material', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Method', 'E-Method', 'O', 'O', 'O', 'O', 'O', 'B-Material', 'E-Material', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"The data from those recordings was used in a range of models for generating facial displays , each model making use of a different amount of context or choosing displays differently within a context .","['O', 'B-Generic', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Generic', 'O', 'O', 'B-Material', 'E-Material', 'O', 'O', 'B-Generic', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"The models were evaluated in two ways : by cross-validation against the corpus , and by asking users to rate the output .","['O', 'B-Generic', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Method', 'O', 'O', 'B-Generic', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
The predictions of the cross-validation study differed from the actual user ratings .,"['O', 'O', 'O', 'O', 'B-Method', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"While the cross-validation gave the highest scores to models making a majority choice within a context , the user study showed a significant preference for models that produced more variation .","['O', 'O', 'B-Method', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
This preference was especially strong among the female subjects .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"When classifying high-dimensional sequence data , traditional methods -LRB- e.g. , HMMs , CRFs -RRB- may require large amounts of training data to avoid overfitting .","['O', 'B-Task', 'I-Task', 'I-Task', 'E-Task', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Method', 'O', 'B-Method', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-OtherScientificTerm', 'O']"
In such cases dimensionality reduction can be employed to find a low-dimensional representation on which classification can be done more efficiently .,"['O', 'O', 'O', 'B-Method', 'E-Method', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Method', 'E-Method', 'O', 'O', 'B-Task', 'O', 'O', 'O', 'O', 'O', 'O']"
"Existing methods for supervised dimensionality reduction often presume that the data is densely sampled so that a neighborhood graph structure can be formed , or that the data arises from a known distribution .","['B-Generic', 'E-Generic', 'O', 'B-Task', 'I-Task', 'E-Task', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-OtherScientificTerm', 'I-OtherScientificTerm', 'E-OtherScientificTerm', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-OtherScientificTerm', 'E-OtherScientificTerm', 'O']"
Sufficient dimension reduction techniques aim to find a low dimensional representation such that the remaining degrees of freedom become conditionally independent of the output values .,"['B-Method', 'I-Method', 'I-Method', 'E-Method', 'O', 'O', 'O', 'O', 'B-Method', 'I-Method', 'E-Method', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
In this paper we develop a novel sequence kernel dimension reduction approach -LRB- S-KDR -RRB- .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Method', 'I-Method', 'I-Method', 'I-Method', 'I-Method', 'I-Method', 'I-Method', 'E-Method', 'O']"
Our approach does not make strong assumptions on the distribution of the input data .,"['O', 'B-Generic', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"Spatial , temporal and periodic information is combined in a principled manner , and an optimal manifold is learned for the end-task .","['B-OtherScientificTerm', 'I-OtherScientificTerm', 'I-OtherScientificTerm', 'I-OtherScientificTerm', 'I-OtherScientificTerm', 'E-OtherScientificTerm', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-OtherScientificTerm', 'O', 'O', 'O', 'O', 'B-Generic', 'O']"
"We demonstrate the effectiveness of our approach on several tasks involving the discrimination of human gesture and motion categories , as well as on a database of dynamic textures .","['O', 'O', 'O', 'O', 'O', 'O', 'B-Generic', 'O', 'O', 'O', 'O', 'O', 'B-Task', 'I-Task', 'I-Task', 'I-Task', 'I-Task', 'I-Task', 'E-Task', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Material', 'I-Material', 'I-Material', 'E-Material', 'O']"
We present an efficient algorithm for chart-based phrase structure parsing of natural language that is tailored to the problem of extracting specific information from unrestricted texts where many of the words are unknown and much of the text is irrelevant to the task .,"['O', 'O', 'O', 'O', 'B-Generic', 'O', 'B-Task', 'I-Task', 'I-Task', 'E-Task', 'O', 'B-Material', 'E-Material', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
The parser gains algorithmic efficiency through a reduction of its search space .,"['O', 'B-Method', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-OtherScientificTerm', 'E-OtherScientificTerm', 'O']"
"As each new edge is added to the chart , the algorithm checks only the topmost of the edges adjacent to it , rather than all such edges as in conventional treatments .","['O', 'O', 'O', 'B-OtherScientificTerm', 'O', 'O', 'O', 'O', 'B-OtherScientificTerm', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-OtherScientificTerm', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-OtherScientificTerm', 'O', 'O', 'O', 'O', 'O']"
The resulting spanning edges are insured to be the correct ones by carefully controlling the order in which edges are introduced so that every final constituent covers the longest possible span .,"['O', 'O', 'B-OtherScientificTerm', 'E-OtherScientificTerm', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-OtherScientificTerm', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"This is facilitated through the use of phrase boundary heuristics based on the placement of function words , and by heuristic rules that permit certain kinds of phrases to be deduced despite the presence of unknown words .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Method', 'I-Method', 'E-Method', 'O', 'O', 'O', 'O', 'O', 'B-OtherScientificTerm', 'E-OtherScientificTerm', 'O', 'O', 'O', 'B-Method', 'E-Method', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-OtherScientificTerm', 'E-OtherScientificTerm', 'O']"
"A further reduction in the search space is achieved by using semantic rather than syntactic categories on the terminal and non-terminal edges , thereby reducing the amount of ambiguity and thus the number of edges , since only edges with a valid semantic interpretation are ever introduced .","['O', 'O', 'B-OtherScientificTerm', 'I-OtherScientificTerm', 'I-OtherScientificTerm', 'I-OtherScientificTerm', 'E-OtherScientificTerm', 'O', 'O', 'O', 'O', 'B-OtherScientificTerm', 'O', 'O', 'B-OtherScientificTerm', 'E-OtherScientificTerm', 'O', 'O', 'B-OtherScientificTerm', 'I-OtherScientificTerm', 'I-OtherScientificTerm', 'E-OtherScientificTerm', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-OtherScientificTerm', 'O', 'O', 'O', 'B-OtherScientificTerm', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Automatic estimation of word significance oriented for speech-based Information Retrieval -LRB- IR -RRB- is addressed .,"['B-Task', 'I-Task', 'I-Task', 'B-OtherScientificTerm', 'E-OtherScientificTerm', 'O', 'O', 'B-Task', 'I-Task', 'I-Task', 'I-Task', 'I-Task', 'E-Task', 'O', 'O', 'O']"
"Since the significance of words differs in IR , automatic speech recognition -LRB- ASR -RRB- performance has been evaluated based on weighted word error rate -LRB- WWER -RRB- , which gives a weight on errors from the viewpoint of IR , instead of word error rate -LRB- WER -RRB- , which treats all words uniformly .","['O', 'O', 'B-OtherScientificTerm', 'O', 'O', 'O', 'O', 'B-Task', 'O', 'B-Task', 'I-Task', 'I-Task', 'I-Task', 'I-Task', 'E-Task', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Metric', 'I-Metric', 'I-Metric', 'I-Metric', 'I-Metric', 'I-Metric', 'E-Metric', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Task', 'O', 'O', 'O', 'B-Metric', 'I-Metric', 'I-Metric', 'I-Metric', 'I-Metric', 'E-Metric', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"A decoding strategy that minimizes WWER based on a Minimum Bayes-Risk framework has been shown , and the reduction of errors on both ASR and IR has been reported .","['O', 'B-Method', 'E-Method', 'O', 'O', 'B-Metric', 'O', 'O', 'O', 'B-Method', 'I-Method', 'E-Method', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Task', 'O', 'B-Task', 'O', 'O', 'O', 'O']"
"In this paper , we propose an automatic estimation method for word significance -LRB- weights -RRB- based on its influence on IR .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Method', 'I-Method', 'E-Method', 'O', 'B-OtherScientificTerm', 'I-OtherScientificTerm', 'I-OtherScientificTerm', 'I-OtherScientificTerm', 'E-OtherScientificTerm', 'O', 'O', 'O', 'O', 'O', 'B-Task', 'O']"
"Specifically , weights are estimated so that evaluation measures of ASR and IR are equivalent .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Metric', 'E-Metric', 'O', 'B-Task', 'O', 'B-Task', 'O', 'O', 'O']"
"We apply the proposed method to a speech-based information retrieval system , which is a typical IR system , and show that the method works well .","['O', 'O', 'O', 'O', 'B-Generic', 'O', 'O', 'B-Task', 'I-Task', 'I-Task', 'E-Task', 'O', 'O', 'O', 'O', 'O', 'B-Task', 'E-Task', 'O', 'O', 'O', 'O', 'O', 'B-Generic', 'O', 'O', 'O']"
"Methods developed for spelling correction for languages like English -LRB- see the review by Kukich -LRB- Kukich , 1992 -RRB- -RRB- are not readily applicable to agglutinative languages .","['B-Generic', 'O', 'O', 'B-Task', 'E-Task', 'O', 'B-OtherScientificTerm', 'O', 'B-OtherScientificTerm', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-OtherScientificTerm', 'E-OtherScientificTerm', 'O']"
This poster presents an approach to spelling correction in agglutinative languages that is based on two-level morphology and a dynamic-programming based search algorithm .,"['O', 'O', 'O', 'O', 'B-Generic', 'O', 'B-Task', 'E-Task', 'O', 'B-OtherScientificTerm', 'E-OtherScientificTerm', 'O', 'O', 'O', 'O', 'B-OtherScientificTerm', 'E-OtherScientificTerm', 'O', 'O', 'B-Method', 'I-Method', 'I-Method', 'E-Method', 'O']"
"After an overview of our approach , we present results from experiments with spelling correction in Turkish .","['O', 'O', 'O', 'O', 'O', 'B-Generic', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Task', 'E-Task', 'O', 'B-OtherScientificTerm', 'O']"
"In this paper , we present a novel training method for a localized phrase-based prediction model for statistical machine translation -LRB- SMT -RRB- .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Method', 'E-Method', 'O', 'O', 'B-Method', 'I-Method', 'I-Method', 'E-Method', 'O', 'B-Task', 'I-Task', 'I-Task', 'I-Task', 'I-Task', 'E-Task', 'O']"
The model predicts blocks with orientation to handle local phrase re-ordering .,"['O', 'B-Generic', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Task', 'I-Task', 'E-Task', 'O']"
"We use a maximum likelihood criterion to train a log-linear block bigram model which uses real-valued features -LRB- e.g. a language model score -RRB- as well as binary features based on the block identities themselves , e.g. block bigram features .","['O', 'O', 'O', 'B-OtherScientificTerm', 'I-OtherScientificTerm', 'E-OtherScientificTerm', 'O', 'O', 'O', 'B-Method', 'I-Method', 'I-Method', 'E-Method', 'O', 'O', 'B-OtherScientificTerm', 'E-OtherScientificTerm', 'O', 'O', 'O', 'B-OtherScientificTerm', 'I-OtherScientificTerm', 'E-OtherScientificTerm', 'O', 'O', 'O', 'O', 'B-OtherScientificTerm', 'E-OtherScientificTerm', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Our training algorithm can easily handle millions of features .,"['O', 'B-Method', 'E-Method', 'O', 'O', 'O', 'O', 'O', 'B-OtherScientificTerm', 'O']"
The best system obtains a 18.6 % improvement over the baseline on a standard Arabic-English translation task .,"['O', 'O', 'B-Generic', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Generic', 'O', 'O', 'O', 'B-Task', 'I-Task', 'E-Task', 'O']"
In this paper we describe a novel data structure for phrase-based statistical machine translation which allows for the retrieval of arbitrarily long phrases while simultaneously using less memory than is required by current decoder implementations .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-OtherScientificTerm', 'E-OtherScientificTerm', 'O', 'B-Task', 'I-Task', 'I-Task', 'E-Task', 'O', 'O', 'O', 'O', 'B-Task', 'I-Task', 'I-Task', 'I-Task', 'E-Task', 'O', 'O', 'O', 'O', 'B-OtherScientificTerm', 'O', 'O', 'O', 'O', 'O', 'B-Method', 'O', 'O']"
We detail the computational complexity and average retrieval times for looking up phrase translations in our suffix array-based data structure .,"['O', 'O', 'O', 'B-Metric', 'E-Metric', 'O', 'B-Metric', 'I-Metric', 'E-Metric', 'O', 'O', 'O', 'B-OtherScientificTerm', 'E-OtherScientificTerm', 'O', 'O', 'B-OtherScientificTerm', 'I-OtherScientificTerm', 'I-OtherScientificTerm', 'E-OtherScientificTerm', 'O']"
We show how sampling can be used to reduce the retrieval time by orders of magnitude with no loss in translation quality .,"['O', 'O', 'O', 'B-Method', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Metric', 'E-Metric', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Metric', 'E-Metric', 'O']"
"The major objective of this program is to develop and demonstrate robust , high performance continuous speech recognition -LRB- CSR -RRB- techniques focussed on application in Spoken Language Systems -LRB- SLS -RRB- which will enhance the effectiveness of military and civilian computer-based systems .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Method', 'I-Method', 'I-Method', 'I-Method', 'I-Method', 'I-Method', 'E-Method', 'O', 'O', 'O', 'O', 'B-Task', 'I-Task', 'I-Task', 'I-Task', 'I-Task', 'E-Task', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Task', 'I-Task', 'I-Task', 'I-Task', 'E-Task', 'O']"
"A key complementary objective is to define and develop applications of robust speech recognition and understanding systems , and to help catalyze the transition of spoken language technology into military and civilian systems , with particular focus on application of robust CSR to mobile military command and control .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Task', 'I-Task', 'I-Task', 'I-Task', 'E-Task', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Method', 'I-Method', 'E-Method', 'O', 'B-Task', 'I-Task', 'I-Task', 'E-Task', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Method', 'O', 'B-Task', 'I-Task', 'I-Task', 'I-Task', 'E-Task', 'O']"
"The research effort focusses on developing advanced acoustic modelling , rapid search , and recognition-time adaptation techniques for robust large-vocabulary CSR , and on applying these techniques to the new ARPA large-vocabulary CSR corpora and to military application tasks .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Method', 'E-Method', 'O', 'B-Method', 'E-Method', 'O', 'O', 'B-Method', 'I-Method', 'E-Method', 'O', 'O', 'B-Method', 'E-Method', 'O', 'O', 'O', 'O', 'O', 'B-Generic', 'O', 'O', 'O', 'B-Material', 'I-Material', 'I-Material', 'E-Material', 'O', 'O', 'B-Task', 'I-Task', 'E-Task', 'O']"
This paper examines what kind of similarity between words can be represented by what kind of word vectors in the vector space model .,"['O', 'O', 'O', 'O', 'O', 'O', 'B-OtherScientificTerm', 'I-OtherScientificTerm', 'E-OtherScientificTerm', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-OtherScientificTerm', 'E-OtherScientificTerm', 'O', 'O', 'B-Method', 'I-Method', 'E-Method', 'O']"
"Through two experiments , three methods for constructing word vectors , i.e. , LSA-based , cooccurrence-based and dictionary-based methods , were compared in terms of the ability to represent two kinds of similarity , i.e. , taxonomic similarity and associative similarity .","['O', 'O', 'O', 'O', 'O', 'B-Generic', 'O', 'B-Task', 'I-Task', 'E-Task', 'O', 'O', 'O', 'B-Method', 'I-Method', 'I-Method', 'I-Method', 'I-Method', 'E-Method', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Generic', 'O', 'O', 'O', 'B-OtherScientificTerm', 'E-OtherScientificTerm', 'O', 'B-OtherScientificTerm', 'E-OtherScientificTerm', 'O']"
"The result of the comparison was that the dictionary-based word vectors better reflect taxonomic similarity , while the LSA-based and the cooccurrence-based word vectors better reflect associative similarity .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-OtherScientificTerm', 'I-OtherScientificTerm', 'E-OtherScientificTerm', 'O', 'O', 'B-OtherScientificTerm', 'E-OtherScientificTerm', 'O', 'O', 'O', 'B-OtherScientificTerm', 'I-OtherScientificTerm', 'I-OtherScientificTerm', 'I-OtherScientificTerm', 'I-OtherScientificTerm', 'E-OtherScientificTerm', 'O', 'O', 'B-OtherScientificTerm', 'E-OtherScientificTerm', 'O']"
This paper presents a maximum entropy word alignment algorithm for Arabic-English based on supervised training data .,"['O', 'O', 'O', 'O', 'B-Method', 'I-Method', 'I-Method', 'I-Method', 'E-Method', 'O', 'B-Material', 'O', 'O', 'B-Material', 'I-Material', 'E-Material', 'O']"
We demonstrate that it is feasible to create training material for problems in machine translation and that a mixture of supervised and unsupervised methods yields superior performance .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Material', 'E-Material', 'O', 'O', 'O', 'B-Task', 'E-Task', 'O', 'O', 'O', 'O', 'O', 'B-Method', 'I-Method', 'I-Method', 'E-Method', 'O', 'O', 'O', 'O']"
The probabilistic model used in the alignment directly models the link decisions .,"['O', 'B-Method', 'E-Method', 'O', 'O', 'O', 'B-Task', 'O', 'O', 'O', 'B-Task', 'E-Task', 'O']"
Significant improvement over traditional word alignment techniques is shown as well as improvement on several machine translation tests .,"['O', 'O', 'O', 'O', 'B-Method', 'I-Method', 'E-Method', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-OtherScientificTerm', 'I-OtherScientificTerm', 'E-OtherScientificTerm', 'O']"
Performance of the algorithm is contrasted with human annotation performance .,"['O', 'O', 'O', 'B-Generic', 'O', 'O', 'O', 'B-OtherScientificTerm', 'E-OtherScientificTerm', 'O', 'O']"
"In this paper , we propose a novel Cooperative Model for natural language understanding in a dialogue system .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Method', 'E-Method', 'O', 'B-Task', 'I-Task', 'E-Task', 'O', 'O', 'B-Task', 'E-Task', 'O']"
We build this based on both Finite State Model -LRB- FSM -RRB- and Statistical Learning Model -LRB- SLM -RRB- .,"['O', 'O', 'B-Generic', 'O', 'O', 'O', 'B-Method', 'I-Method', 'I-Method', 'I-Method', 'I-Method', 'E-Method', 'O', 'B-Method', 'I-Method', 'I-Method', 'I-Method', 'I-Method', 'E-Method', 'O']"
FSM provides two strategies for language understanding and have a high accuracy but little robustness and flexibility .,"['B-Method', 'O', 'O', 'O', 'O', 'B-Task', 'E-Task', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Statistical approach is much more robust but less accurate .,"['B-Method', 'E-Method', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Cooperative Model incorporates all the three strategies together and thus can suppress all the shortcomings of different strategies and has all the advantages of the three strategies .,"['B-Method', 'E-Method', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
